9999
2378	极品飞车	8
2112	林峰	5
2682	枪击	7
1987	枪手	6
2605	枪杀	5
2304	查	9
126	查询	18
637	标准	16
1133	标普	7
1013	校	6
821	校园	6
343	校长	15
2954	样板间	6
915	核心	14
2767	核电站	8
756	格局	13
516	案	13
417	案件	9
2243	案例	5
2103	档	5
2787	梁咏琪	7
789	梦	19
557	梦幻	19
2512	梦想	9
2520	检方	9
2521	棉花	14
2929	棒	5
1765	森林	6
1224	植物	9
1016	楼	17
1063	楼市	35
2043	楼盘	14
483	概念	6
2166	概念股	7
2465	概率	6
223	榜	13
890	榜首	11
1262	模式	25
145	模特	6
897	横扫	7
1685	欢乐	7
898	欣赏	15
1545	欧佩克	5
1471	欧债	6
1847	欧元	10
2861	欧冠	8
1035	欧洲	36
1139	欧盟	14
35	欲	58
2715	款	7
2125	歌手	9
1572	歌迷	7
413	正式	61
1983	正源	7
1711	武侠	9
1409	武器	12
1104	武林	13
870	武汉	16
2081	武装	10
507	歹徒	7
802	死	60
334	死亡	78
508	死刑	9
630	残疾	6
1895	殴打	15
314	母亲	26
1550	每日	5
1075	比例	12
341	比拼	5
1031	比赛	12
330	毕业	9
1518	毕业生	9
1698	民众	7
1168	民警	20
69	水平	8
1746	永久	5
1229	求	7
695	汇	9
2516	汇丰	10
2583	汇总	10
269	江湖	14
773	江苏	18
1407	江西	12
1792	污染	5
2632	汤	5
1145	汪小菲	5
135	汽车	18
90	沈阳	17
2685	沙溢	5
136	沪	76
2054	河北	23
1201	河南	18
777	油价	19
2805	油田	6
1627	油脂	6
677	治疗	8
1564	治病	5
631	泄漏	7
62	泄露	7
353	法	10
354	法国	29
2713	法官	5
1565	法庭	6
2022	法律	6
1457	法拉利	5
776	法院	14
1759	泡沫	6
2940	波	6
2615	波动	9
716	注册	7
1689	注意事项	5
1187	泰国	26
2889	泰达	5
1949	洋房	10
1319	洗牌	5
2590	洪都拉斯	5
1623	活动	59
466	活跃	11
1024	派	17
1368	派对	14
1064	流入	6
2500	流感	7
1417	流行	9
1377	测试	30
291	浙江	18
1385	浪漫	8
253	海南	5
1603	海啸	6
1611	海域	11
681	海外	12
3004	海报	5
16	海棠	6
161	海淀	23
660	海盗	10
2420	消息	9
683	消费	16
1119	消费者	10
744	涉嫌	18
1142	涨	32
1234	涨价	8
2011	涨停	14
2652	涨势	5
445	涨幅	12
164	涨跌	6
344	液晶	15
2006	液晶电视	13
2847	涿州	10
2869	淘	7
955	淘宝	5
1600	深	11
100	深圳	16
1446	深度	8
2504	深情	5
2330	添	6
2800	清华	5
2656	渐成	5
1646	渠道	7
861	温家宝	11
453	温州	7
1984	温暖	5
105	港	10
1270	港交所	6
2204	港元	13
2803	港媒	5
713	港股	28
1081	游	5
1612	游客	7
462	游戏	132
2202	游资	5
1311	湖人	20
331	湖北	9
1485	湖南	15
1686	湾	9
1900	漂亮	8
2836	演	5
1464	演出	8
2686	演员	5
1534	演唱会	5
2640	演绎	10
2398	潘石屹	6
2621	潜规则	5
575	潜逃	6
338	澄清	10
1735	澳大利亚	9
2497	澳洲	14
995	澳门	10
1755	激增	5
1908	激情	7
1822	激战	6
499	火灾	5
2215	火炬	5
585	火热	8
1750	火爆	13
216	火箭	29
2856	火线	7
1486	灾区	11
1768	炒	8
128	炒作	11
1747	炫舞	6
1184	炸弹	11
1944	点评	18
2729	烙印	5
632	烧伤	10
2872	热	6
1662	热卖	7
106	热情	5
615	热播	14
2116	热火	9
2813	热点	8
2029	热血	8
2620	热议	14
1305	热销	15
1338	热门	17
2564	焦炭	8
1957	焦点	16
2376	煤矿	5
991	照曝光	5
1197	照片	10
854	照顾	8
703	熊猫	6
2916	熊黛林	6
963	燃油	5
806	燕郊	14
213	爆	10
1577	爆发	12
1477	爆炸	18
2079	爱心	7
258	爱情	15
2259	爱立信	6
1423	父亲	25
684	父母	15
1309	版	41
2873	版本	11
803	牛	12
422	物业	8
1169	牵出	6
2124	牵手	6
2379	特价	11
1737	特别	6
169	特惠	11
2710	特色	13
2541	特长生	6
1085	状元	16
1424	状告	9
2955	状态	5
171	狂	7
2367	狂欢	5
2113	狗	8
2249	独家	20
982	独显	8
696	独栋	31
796	独立	5
678	猝死	9
946	率	7
418	率先	6
1650	玉米	9
58	王	21
2774	王亚伟	5
934	王子	6
958	王牌	7
2287	王者	6
1162	王菲	7
1070	玩家	30
867	玩法	10
766	玩转	5
1052	玫瑰	5
17	环	14
88	环保	6
2401	环境	7
2284	现	20
1410	现代战争	8
1971	现售	9
781	现场	40
2635	现实	7
673	现房	58
2503	现象	6
378	现货	6
595	现身	28
1106	现金	7
162	玲珑	7
390	珠宝	8
2576	珠江	5
627	球	17
900	球员	13
254	球场	5
2433	球星	5
826	球迷	15
774	球队	13
1509	理性	7
2558	理由	6
192	理解	7
2445	理论	6
525	理财	14
2930	理财产品	5
2624	瑞信	5
2464	瑞士	5
400	瑞银	10
2629	甜蜜	8
2326	生	16
363	生产	7
1756	生化	9
2773	生存	5
2032	生日	7
607	生活	36
1346	生涯	5
2152	用户	19
891	申花	6
1083	申请	31
1054	申购	9
1656	电信	8
474	电力	6
1453	电子	11
2906	电子商务	6
828	电影	25
1850	电梯	7
364	电脑	13
95	电视	13
1809	电视剧	6
113	男	21
2251	男人	9
748	男友	24
210	男子	132
28	男孩	19
5	男生	8
2327	男童	6
2720	男篮	8
2203	画面	6
2088	留	7
1246	留学	38
2119	留学生	10
2513	留守	7
2383	留意	7
2832	留洋	6
978	疑	10
2399	疑为	5
129	疑似	10
2174	疑因	10
2539	疑犯	12
2846	疑遭	5
2529	疯	5
1294	疯狂	18
1546	病毒	6
1990	登	5
704	登场	18
1677	登记	5
536	登陆	21
570	白糖	15
2978	白领	5
224	百万	24
778	百亿	8
386	百度	24
2523	百货	6
2311	皆	5
2168	皇帝	8
79	皇马	32
1499	盈利	21
1648	监测	5
1592	监管	7
1786	盗窃	15
2586	盘	7
2674	盘中	8
737	盘前	7
3005	盘整	5
1926	盘点	27
2389	盛典	7
520	盛大	30
2907	盛宴	5
711	目标	31
2038	目标价	20
1558	直击	14
114	直播	12
490	直言	8
873	相亲	6
75	相关	7
1398	相撞	8
1358	相机	28
2514	相约	7
1418	盼	7
2244	省钱	6
2214	看好	16
1297	看待	8
981	看房	5
1924	看点	5
1475	真实	14
517	真相	8
1690	真题	13
1643	瞄准	8
449	瞬间	7
2415	知情人	6
294	短信	12
1209	短期	34
871	短线	12
827	短讯	6
2810	石化	5
2109	石景山	9
1500	石油	20
2536	矿业	6
1819	砍	15
2126	砍伤	6
643	研发	8
76	研究	20
403	研究生	32
2458	研讨会	5
1010	破	8
2706	破位	6
1285	破坏	7
2901	破解	6
2361	破门	8
1893	砸	16
404	硕士	32
749	硫酸	5
2405	硬盘	9
929	确认	25
1717	示威	6
862	示范	5
2033	礼	6
976	礼包	5
549	社交	15
2025	社会	13
1663	社保	8
2799	社区	12
2531	神兽	5
886	神秘	21
895	神话	5
2487	禁令	7
2183	禁止	7
3006	福岛	7
1570	福州	8
1125	福建	14
231	离婚	26
345	离开	12
2035	离职	7
2498	离队	7
2612	秀	10
2303	秀美	6
2181	私人	6
691	私募	18
1790	科学家	7
911	科技	16
593	科隆	5
1400	秒	8
1763	秘书长	6
2217	秘密	12
2446	秘籍	6
2678	秘诀	6
2637	租房	5
1252	称为	7
1941	移民	15
2837	稳健	5
2108	稳定	8
211	穆帅	5
2291	空头	6
2292	空袭	9
1110	空间	27
2158	穿越	10
2949	突击	5
1307	突发	5
1436	突围	5
526	突破	28
2959	突袭	5
1084	立案	5
661	立法	5
255	站	20
2434	竞争	7
140	章子怡	14
2972	端午节	5
1343	笑	10
2642	笔记本	14
1206	第一	38
471	第一季度	5
148	第三	13
475	第三季	5
2826	第三季度	6
1088	第二季	6
2063	第四	5
2153	等待	6
1691	答案	9
850	策划	6
1772	策略	14
2306	筹备	5
120	签	9
296	签约	11
1292	签署	9
2279	签证	6
927	管理	12
1732	篇	5
1037	篮网	14
1894	米	21
1166	米兰	28
107	类	14
1535	粉丝	13
1898	粮食	7
573	精品	7
608	精彩	21
1174	精灵	15
2728	精神病	5
2709	精美	6
1967	精英	8
1033	精装	82
916	系	17
2346	系列	12
688	系统	28
273	索尼	50
1149	索赔	8
346	索马里	11
1536	紧张	5
1881	紧急	11
1912	纠纷	11
2537	纠结	5
1927	红	12
2051	红杉	5
2444	红色	8
2740	红魔	6
1785	约	9
1170	级	32
2136	纪录	12
1159	纪念	10
2844	纯利	6
2394	纳入	7
1776	纽约	15
1494	线	15
1271	组合	12
1299	组建	10
1082	组织	21
1738	细节	13
2677	终	5
401	终极	8
2780	终止	5
1138	终结	6
537	经典	20
425	经历	7
459	经济	61
2885	经济危机	5
527	经理	31
1621	经纪人	13
623	经验	10
1062	绑架	6
887	结婚	28
844	结束	32
484	结构性	5
246	给予	5
1884	给力	9
1405	绝杀	10
997	统一	14
1248	统考	6
193	续	32
1365	续约	7
559	维	5
1300	维护	6
1936	维权	7
2228	综合	10
513	综述	13
2698	绽放	6
1624	绿地	7
1188	绿城	7
868	绿色	8
2843	缘何	5
2526	缩水	6
2966	缩量	7
757	缺乏	5
1263	缺席	8
2096	网	15
332	网上	42
764	网友	48
2246	网吧	7
2981	网帖	6
1728	网报	5
1401	网民	8
432	网游	60
172	网瘾	8
7	网站	37
284	网络	55
786	网络游戏	7
521	网页	7
1589	罕见	11
2002	罗	7
2363	罗马	6
1848	罚	8
2998	罚款	6
1321	置业	8
121	美	66
2357	美元	42
1334	美军	6
1219	美女	13
2616	美术	5
1059	美林	8
1794	美联储	11
395	美股	28
1993	翻译	6
576	老人	22
2565	老公	6
24	老太	8
2238	老婆	6
55	老师	24
303	老板	21
2134	老汉	8
2891	老翁	5
1250	老鼠	6
2811	考	5
2201	考上	5
1073	考前	8
2473	考场	7
2924	考察	5
1506	考点	11
309	考生	81
127	考研	96
47	考试	58
2277	考验	9
1163	聊	7
1273	职业	24
551	职校	6
522	联合	16
662	联合国	14
1824	联想	14
1429	联手	19
2155	联排	15
297	联盟	11
2919	联考	11
410	联赛	16
1099	联通	13
1363	聚焦	6
2426	聚首	5
1839	肇事	5
350	股	32
2669	股东	8
205	股价	17
1100	股份	23
2976	股基	6
1065	股市	45
165	股指	27
2792	股权	12
2745	股海	5
974	股票	28
463	育碧	7
8	背后	17
1353	胜	15
596	胜利	7
1126	胡锦涛	24
1630	能力	16
1489	能源	9
644	腾讯	17
2141	腿	5
1330	自主	26
2884	自制	5
722	自杀	22
2196	自由	5
56	自称	14
333	自考	23
983	至尊	6
770	至少	20
2664	致命	6
464	致死	8
2965	舒淇	6
2440	舞台	7
2150	航空	12
2594	艺人	9
948	艺术	9
2574	艺术类	6
2717	节目	9
2893	芯	5
1613	花	9
1950	花园	28
1827	花旗	12
2436	英	12
674	英国	56
848	英媒	7
2212	英寸	8
2909	英文	6
1467	英格兰	10
2467	英特尔	5
1390	英语	35
225	英超	22
2104	英雄	18
1286	苹果	26
947	范冰冰	9
25	荣誉	10
3003	药	5
1865	荷兰	5
239	获	58
433	获刑	24
1101	获利	10
1596	获批	14
2270	获救	5
2701	菅直	5
1182	菲律宾	13
2789	营收	6
2005	营销	10
2008	落后	6
874	落幕	12
36	落户	5
577	落网	8
2877	著名	6
2984	葡萄牙	6
2524	董事	6
2863	董事会	8
2020	董事长	8
2748	蒸发	7
2009	蓄势	5
2499	蓝军	7
2915	蓝筹股	5
1461	蔡依林	6
2084	薪酬	5
745	虚假	5
434	虚拟	8
1762	蛙	7
2742	融合	5
265	融资	6
2511	螺纹钢	5
430	行	11
912	行业	31
57	行情	29
328	街头	22
2879	补偿	5
2910	表	5
2073	表态	9
2377	表情	5
2350	表演	11
1361	表现	16
675	衰退	8
1220	被判	32
1566	被告	5
419	被捕	13
2683	被控	5
1107	袭击	27
2733	裁判	7
2617	装备	8
2252	裸照	6
1431	西南	7
1537	西安	7
494	西山	10
2386	西游	6
1540	西班牙	16
2595	西甲	6
431	西部	5
1316	覆盖	5
2430	观察	5
2756	观望	6
1490	规划	11
2290	规则	6
779	规模	22
467	规范	6
80	视频	39
1179	角色	6
856	解决	19
812	解密	12
358	解析	16
928	解读	21
2712	解除	5
2766	触及	6
1278	言承旭	6
2091	言论	7
2658	誓魂	7
402	警告	5
2556	警察	12
1547	警惕	9
640	警方	39
2060	警车	6
369	计划	66
1210	计算	6
2093	认定	7
1521	认购	8
2591	讨论	8
1340	训练	18
652	议员	11
829	记	7
2851	讲述	5
753	论坛	8
2442	设	7
667	设立	6
122	设计	17
949	设计师	6
123	访华	6
533	访谈	9
1692	访问	25
247	证券	37
2143	证实	11
2833	证明	6
2393	证监会	11
298	评价	6
1975	评出	5
477	评分	7
1581	评测	23
248	评级	47
743	评论	20
1281	诈骗	12
2528	诉讼	5
2962	试点	7
2372	试玩	11
1046	试题	12
2071	诛神	9
1937	诞生	6
2793	详细	8
2139	详解	9
1087	语文	10
1236	语言	5
685	诱惑	5
2098	诺基亚	12
1438	读	7
2603	课程	5
1635	调剂	5
2281	调控	6
797	调整	47
197	调查	60
1177	谈	25
1917	谈判	17
547	谢霆锋	7
1289	谨慎	9
2396	谨防	5
1265	谱	6
550	谷歌	18
2144	豆类	5
1602	豪侠	5
2882	豪华	7
1870	豪宅	27
2947	豪门	6
2994	负	7
2731	负责	6
2967	负责人	5
149	财季	10
2406	财政	6
1754	财长	8
1667	责任	9
1873	账户	6
1629	货币	6
2138	质疑	19
1985	贫困	5
2639	购	8
2502	购买	6
2250	购房	16
1961	购机	5
1277	购物	11
2508	贵	6
1978	贵州	6
1828	贷款	13
2450	贸城	5
234	费	11
355	资产	21
2788	资料	5
2004	资料片	7
2820	资本	11
798	资格	18
108	资源	8
1459	资金	30
2582	赌王	5
2425	赏	8
1810	赔偿	14
173	赚	13
2950	赚钱	11
256	赛	23
901	赛事	5
2315	赛前	5
1432	赛区	8
2463	赛场	5
1366	赛季	12
1583	赛程	6
649	赢	14
40	赤壁	13
1447	走低	8
2771	走出	8
2085	走势	14
2898	走向	5
2506	走强	11
1523	走红	6
2636	走进	7
109	赴	36
2725	赵忠祥	6
91	赵本山	5
2427	赵薇	5
2169	起价	13
2189	起诉	17
2211	超值	16
1006	超市	7
2423	超级	19
319	超越	10
1199	超过	13
2768	越南	7
1092	趋势	19
2484	趣味	10
2736	足	11
1189	足协	16
2533	足球	14
708	跌	31
2263	跌停	12
1931	跌幅	14
206	跌至	6
1027	跌落	5
705	跑	16
2936	跑跑	5
2057	跟随	6
1191	路	16
706	跳	11
359	跳楼	11
2237	跳水	9
22	踢	11
972	身	7
194	身亡	26
1816	身价	7
496	身份	9
1374	身份证	7
1901	身材	6
633	车	13
1840	车祸	17
1796	车辆	5
2908	车队	6
1516	轨道	5
2569	转会	18
2347	转发	5
1354	转向	7
2044	转型	10
2933	转换	5
186	转让	5
2977	轮	11
1422	软件	12
1439	轻松	7
1615	轻薄	6
987	轿车	8
2960	较大	7
780	输	5
81	输球	8
1896	辞职	18
598	辽宁	7
215	达	41
2314	达成	10
2785	过关	5
2191	过半	6
1460	过度	5
2364	过来人	7
2946	过程	5
2302	迎	9
966	迎来	16
2566	运动	10
2657	运动员	6
523	运营	9
2690	运营商	6
468	运行	8
1053	近期	22
686	还债	9
863	进	19
2034	进一步	7
146	进军	12
1899	进口	6
542	进展	6
560	进攻	10
740	进球	14
1559	远	9
959	远洋	14
1522	违规	10
2264	连续	16
878	连胜	10
2145	连豆	10
1578	连败	11
1947	追	7
2336	追加	8
2880	追捧	5
414	追求	5
92	追究	6
1681	追踪	8
460	退休	8
782	退出	15
1421	退役	5
2790	退房	5
624	送	48
96	适合	9
1948	逃犯	7
2610	逃跑	5
1841	逃逸	10
2779	逆势	5
2507	逆市	12
1555	逆转	8
2870	选举	6
1748	选手	8
1952	选拔	5
2278	选择	23
1664	选秀	5
50	透露	20
1842	途中	5
1391	通	8
767	通信	5
1279	通州	32
370	通用汽车	5
800	通知	16
1056	通胀	9
2927	通透	5
2986	通道	5
2114	逛街	6
1202	造假	5
1237	造型	12
1682	逮捕	7
687	逼	9
137	逼近	9
709	逾	30
1327	遇	18
2412	遇袭	6
1703	遇难	7
721	遇难者	5
2921	道	10
1597	道歉	10
2534	道路	6
1793	遗忘	5
198	遭	130
645	遭遇	28
893	邀	9
1573	邀请	11
2466	邵佳一	5
794	郑州	5
2349	郑智	5
379	郑棉	10
2395	郑糖	9
1049	郡	9
1832	部	11
689	部署	7
367	部长	5
266	部门	8
1301	部队	7
2951	郭富城	8
2147	郭德纲	8
37	郭晶晶	6
2219	都市	6
2468	配	10
2722	配对	5
913	配置	8
1538	酒后	6
237	酒店	14
2343	酝酿	11
2000	醉酒	9
2782	采访	6
1651	采购	6
1743	释放	12
351	重	5
2914	重仓股	6
2090	重伤	10
2050	重回	7
1714	重庆	26
2638	重建	7
1733	重点	18
1837	重生	5
875	重申	11
2815	重组	17
1760	重罚	5
2365	重视	5
1889	重返	9
2184	重金	9
1922	金	19
2156	金价	13
881	金属	7
2207	金山	12
1543	金正日	9
951	金牌	7
2267	金色	8
611	金融	24
1553	金融危机	9
1804	金隅	10
1448	钢价	7
179	钢材	13
9	钱	14
2451	铁建	8
1449	铁矿石	7
1862	铂	5
1655	铜	13
1855	铜价	10
2421	银河	7
235	银行	60
2039	银行业	5
1352	银行卡	5
710	销售	29
320	销量	15
2131	锁定	6
1243	锋线	7
1094	锌	6
1567	错过	5
2862	锦标赛	5
2979	键盘	6
616	镜头	7
2305	长	10
2776	长假	7
2812	长城	5
2231	长安	5
1253	长春	5
1761	长期	5
2953	长焦	9
2172	长阳	8
795	门	22
1034	门前	5
2045	门头沟	5
1247	门槛	7
937	闪亮	6
1556	闪电	8
2194	闪耀	6
2003	间谍	7
82	闹	5
2700	阅卷	5
1392	阅读	13
83	队	13
2462	队友	10
599	队员	10
2461	防	5
1468	防线	5
1726	阳光	14
2599	阴影	6
1753	阵容	7
1718	阿富汗	25
2317	阿根廷	12
1515	阿森纳	22
1080	阿联	15
1491	阿里巴巴	10
1164	附图	13
2129	陈	10
581	陈冠希	8
1586	陈奕迅	8
1042	陈水扁	17
170	降	11
2220	降临	5
1962	降价	13
1331	降低	7
2373	降温	5
1442	降级	6
1616	降至	12
2187	降龙	5
87	限价	6
2705	限量	5
1482	陕西	11
845	院校	25
2598	陷	7
207	陷入	9
2074	陷阱	6
2274	隆重	5
528	隐忧	5
51	难	24
1204	难以	5
1332	难度	10
620	难忘	6
2905	难改	5
564	难有	6
2518	难题	6
2644	雅思	16
2878	雅虎	5
1843	集	5
811	集体	20
529	集合	5
101	集团	29
2557	集资	7
2316	雷霆	6
285	需	25
1317	需求	15
2339	震撼	8
758	震荡	61
2874	露	5
2288	霸气	7
2544	霸王	6
1619	青少年	5
1579	青岛	5
152	青年	15
1160	青春	8
846	青海	6
804	青睐	8
2030	靓丽	7
1526	非	13
2545	非法	7
2899	非洲	7
115	非诚	6
1153	面临	21
1811	面试	13
1585	韩	20
2829	韩剧	5
426	韩国	35
251	音乐	21
2563	顶	7
427	顶级	18
411	项目	34
1050	顺义	25
1251	须	12
945	顾客	7
926	预告	16
335	预告片	7
488	预期	42
566	预测	26
1604	预警	8
66	预计	59
2151	领先	10
1745	领域	8
1017	领导	5
356	领导人	13
138	领涨	9
700	领衔	14
879	领跑	13
2058	领队	5
717	题	11
787	题材	6
2588	额度	6
2648	风	8
2622	风暴	15
1122	风格	11
1782	风波	5
1057	风险	30
1709	飙升	5
1857	飞	7
2714	飞利浦	7
2046	飞机	11
2819	飞行	5
818	食品	8
666	首	21
2197	首个	7
1216	首例	5
2351	首募	5
217	首发	26
841	首届	9
2718	首席	8
1834	首度	14
1660	首战	7
2902	首批	11
180	首日	12
609	首次	35
1787	首款	6
514	首轮	14
2939	首选	5
964	首都	7
1544	香	6
1480	香河	12
38	香港	68
882	马	7
2117	马刺	5
1641	马来西亚	5
1001	马英九	9
190	驻	16
1355	驾车	10
497	骂	9
1891	骑	6
1348	骗	8
2840	骗子	5
2758	骗局	5
1291	骚乱	6
1758	骨折	6
324	高	55
668	高三	10
669	高中	16
2016	高于	5
2626	高价	5
1111	高位	17
1113	高分	23
1882	高官	6
1607	高尔夫	10
2308	高层	10
2100	高峰	6
2614	高开	10
2634	高开低走	5
2510	高性价比	7
657	高招	32
961	高校	51
1244	高洪波	8
2530	高清	9
2447	高温	5
1652	高点	5
1260	高盛	22
2101	高端	16
2407	高管	11
1593	高考作文	5
605	高职	9
2596	高调	6
1478	高达	5
450	高速	5
1722	魔兽	17
723	魔术	9
244	鲁能	7
2069	麦蒂	7
2337	黄晓明	5
1076	黄金	30
2897	黎明	10
2159	黑	7
2719	黑暗	5
2791	黑色	5
930	黑莓	5
1979	黑龙江	10
2752	鼓励	8
2550	龙	10
1369	龙湖	12
30	�	53
